NO.	compound_name	IUPAC_name	SMILES	CID	logBB	Inchi	reference	group	comments
46	cyclosporin a	(3s,6s,9s,12r,15s,18s,21s,24s,30s,33s)-30-ethyl-33-[(e,1r,2r)-1-hydroxy-2-methylpent-3-enyl]-1,4,7,10,12,15,19,25,28-nonamethyl-3,6,9,18,24-pentakis(2-methylpropyl)-21-propan-2-yl-1,4,7,10,13,16,19,22,25,28,31-undecazacyclotritriacontane-2,5,8,11,14,17,20,23,26,29,32-undecone	CC[C@H]1C(=O)N(CC(=O)N([C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N1)[C@@H]([C@H](C)/C=C/C)O)C)CC(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C	6434601.0|	-0.78	InChI=1S/C62H111N11O12/c1-25-27-40(15)52(75)51-56(79)65-43(26-2)58(81)67(18)33-49(74)68(19)44(28-34(3)4)55(78)66-50(39(13)14)62(85)69(20)45(29-35(5)6)54(77)63-41(16)53(76)64-42(17)57(80)70(21)46(30-36(7)8)59(82)71(22)47(31-37(9)10)60(83)72(23)48(32-38(11)12)61(84)73(51)24/h25,27,34-48,50-52,75H,26,28-33H2,1-24H3,(H,63,77)(H,64,76)(H,65,79)(H,66,78)/b27-25+/t40-,41+,42-,43+,44+,45+,46+,47+,48+,50+,51+,52-/m1/s1	R21|	A	
47	cyclosporin a	30-ethyl-33-(1-hydroxy-2-methylhex-4-enyl)-1,4,7,10,12,15,19,25,28-nonamethyl-6,9,18,24-tetrakis(2-methylpropyl)-3,21-di(propan-2-yl)-1,4,7,10,13,16,19,22,25,28,31-undecazacyclotritriacontane-2,5,8,11,14,17,20,23,26,29,32-undecone	CCC1C(=O)N(CC(=O)N(C(C(=O)NC(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N1)C(C(C)CC=CC)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C	2909.0|	-0.78	InChI=1S/C62H111N11O12/c1-25-27-28-40(15)52(75)51-56(79)65-43(26-2)58(81)67(18)33-48(74)68(19)44(29-34(3)4)55(78)66-49(38(11)12)61(84)69(20)45(30-35(5)6)54(77)63-41(16)53(76)64-42(17)57(80)70(21)46(31-36(7)8)59(82)71(22)47(32-37(9)10)60(83)72(23)50(39(13)14)62(85)73(51)24/h25,27,34-47,49-52,75H,26,28-33H2,1-24H3,(H,63,77)(H,64,76)(H,65,79)(H,66,78)	R27|	A	
48	chembl244000	6-(4-hydroxyphenyl)-5-[4-(2-piperidin-1-ylethoxy)phenoxy]naphthalen-2-ol	C1CCN(CC1)CCOC2=CC=C(C=C2)OC3=C(C=CC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O	9848501.0|	-0.77	InChI=1S/C29H29NO4/c31-23-7-4-21(5-8-23)27-14-6-22-20-24(32)9-15-28(22)29(27)34-26-12-10-25(11-13-26)33-19-18-30-16-2-1-3-17-30/h4-15,20,31-32H,1-3,16-19H2	R47|	A	
49			c1cc(CSCCNc2cc(Cc3ccccc3)c[nH]2)oc1CN(C)C	nan|	-0.73	InChI=1S/C21H27N3OS/c1-24(2)15-19-8-9-20(25-19)16-26-11-10-22-21-13-18(14-23-21)12-17-6-4-3-5-7-17/h3-9,13-14,22-23H,10-12,15-16H2,1-2H3	R35|	A	
50	zidovudine	[[2-(hydroxymethyl)-5-(5-methyl-2,4-dioxopyrimidin-1-yl)oxolan-3-yl]amino]azaniumylideneazanide	CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)N[NH+]=[N-]	23304844.0|	-0.72	InChI=1S/C10H15N5O4/c1-5-3-15(10(18)12-9(5)17)8-2-6(13-14-11)7(4-16)19-8/h3,6-8,16H,2,4H2,1H3,(H2,11,13)(H,12,17,18)	R36|	A	
51	ncistruc1_000794	1-[(2s,4s,5r)-4-azido-5-(hydroxymethyl)oxolan-2-yl]-5-methylpyrimidine-2,4-dione	CC1=CN(C(=O)NC1=O)[C@@H]2C[C@@H]([C@@H](O2)CO)N=[N+]=[N-]	6713644.0|	-0.72	InChI=1S/C10H13N5O4/c1-5-3-15(10(18)12-9(5)17)8-2-6(13-14-11)7(4-16)19-8/h3,6-8,16H,2,4H2,1H3,(H,12,17,18)/t6-,7-,8-/m0/s1	R48|	A	
52	cyclosporin a	30-ethyl-33-[(e)-1-hydroxy-2-methylhex-4-enyl]-1,4,7,10,12,15,19,25,28-nonamethyl-6,9,18,24-tetrakis(2-methylpropyl)-3,21-di(propan-2-yl)-1,4,7,10,13,16,19,22,25,28,31-undecazacyclotritriacontane-2,5,8,11,14,17,20,23,26,29,32-undecone	CCC1C(=O)N(CC(=O)N(C(C(=O)NC(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N1)C(C(C)C/C=C/C)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C	5280754.0|	-0.7	InChI=1S/C62H111N11O12/c1-25-27-28-40(15)52(75)51-56(79)65-43(26-2)58(81)67(18)33-48(74)68(19)44(29-34(3)4)55(78)66-49(38(11)12)61(84)69(20)45(30-35(5)6)54(77)63-41(16)53(76)64-42(17)57(80)70(21)46(31-36(7)8)59(82)71(22)47(32-37(9)10)60(83)72(23)50(39(13)14)62(85)73(51)24/h25,27,34-47,49-52,75H,26,28-33H2,1-24H3,(H,63,77)(H,64,76)(H,65,79)(H,66,78)/b27-25+	R47|	A	
53	n-[3-hydroxy-5-[[3-methyl-2-[[[methyl-[(2-propan-2-yl-4-thiazolyl)methyl]amino]-oxomethyl]amino]-1-oxobutyl]amino]-1,6-diphenylhexan-2-yl]carbamic acid 5-thiazolylmethyl ester	1,3-thiazol-5-ylmethyl n-[3-hydroxy-5-[[3-methyl-2-[[methyl-[(2-propan-2-yl-1,3-thiazol-4-yl)methyl]carbamoyl]amino]butanoyl]amino]-1,6-diphenylhexan-2-yl]carbamate	CC(C)C1=NC(=CS1)CN(C)C(=O)NC(C(C)C)C(=O)NC(CC2=CC=CC=C2)CC(C(CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)O	5076.0|	-0.7	InChI=1S/C37H48N6O5S2/c1-24(2)33(42-36(46)43(5)20-29-22-49-35(40-29)25(3)4)34(45)39-28(16-26-12-8-6-9-13-26)18-32(44)31(17-27-14-10-7-11-15-27)41-37(47)48-21-30-19-38-23-50-30/h6-15,19,22-25,28,31-33,44H,16-18,20-21H2,1-5H3,(H,39,45)(H,41,47)(H,42,46)	R25|	A	
54	dexverapamil	(2r)-2-(3,4-dimethoxyphenyl)-5-[2-(3,4-dimethoxyphenyl)ethyl-methylamino]-2-propan-2-ylpentanenitrile	CC(C)[C@@](CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC	65808.0|	-0.7	InChI=1S/C27H38N2O4/c1-20(2)27(19-28,22-10-12-24(31-5)26(18-22)33-7)14-8-15-29(3)16-13-21-9-11-23(30-4)25(17-21)32-6/h9-12,17-18,20H,8,13-16H2,1-7H3/t27-/m1/s1	R48|	A	
55	s120		O=C2C/C=[N+](C1CC(F)C(CO)O1)\C(=O)N2	nan|	-0.69	InChI=1S/C9H11FN2O4/c10-5-3-8(16-6(5)4-13)12-2-1-7(14)11-9(12)15/h2,5-6,8,13H,1,3-4H2/p+1	R45|	A	
56	ribavirin	2-[3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]triazole-4-carboxamide	C1=NN(N=C1C(=O)N)C2C(C(C(O2)CO)O)O	21523707.0|	-0.67	InChI=1S/C8H12N4O5/c9-7(16)3-1-10-12(11-3)8-6(15)5(14)4(2-13)17-8/h1,4-6,8,13-15H,2H2,(H2,9,16)	R43|	A	
57	y15	benzene-1,2,4,5-tetramine;tetrahydrochloride	C1=C(C(=CC(=C1N)N)N)N.Cl.Cl.Cl.Cl	78261.0|	-0.67	InChI=1S/C6H10N4/c7-3-1-4(8)6(10)2-5(3)9/h1-2H,7-10H2	R11|	A	
58	compound 31		[O-][N+](C1=CC=NC1NCCSCc2ncccc2Br)=O	nan|	-0.67	InChI=1S/C12H13BrN4O2S/c13-9-2-1-4-14-10(9)8-20-7-6-16-12-11(17(18)19)3-5-15-12/h1-5,12,16H,6-8H2	R36|	A	
59	y16	(4e)-4-[[3-[(3-methylphenyl)methoxy]phenyl]methylidene]-1-phenylpyrazolidine-3,5-dione	CC1=CC(=CC=C1)COC2=CC=CC(=C2)/C=C/3\C(=O)NN(C3=O)C4=CC=CC=C4	989521.0|	-0.66	InChI=1S/C24H20N2O3/c1-17-7-5-9-19(13-17)16-29-21-12-6-8-18(14-21)15-22-23(27)25-26(24(22)28)20-10-3-2-4-11-20/h2-15H,16H2,1H3,(H,25,27)/b22-15+	R11|	A	
60	schembl5010920	9-[3,5-bis(trifluoromethyl)benzoyl]-5-phenyl-1-oxa-3,9-diazaspiro[5.5]undecan-2-one	C1CN(CCC12C(CNC(=O)O2)C3=CC=CC=C3)C(=O)C4=CC(=CC(=C4)C(F)(F)F)C(F)(F)F	10163188.0|	-0.66	InChI=1S/C23H20F6N2O3/c24-22(25,26)16-10-15(11-17(12-16)23(27,28)29)19(32)31-8-6-21(7-9-31)18(13-30-20(33)34-21)14-4-2-1-3-5-14/h1-5,10-12,18H,6-9,13H2,(H,30,33)	R47|	A	
61	compound 32		[O-][N+](C1=CC=NC1NCCSCc2ccccn2)=O	nan|	-0.66	InChI=1S/C12H14N4O2S/c17-16(18)11-4-6-14-12(11)15-7-8-19-9-10-3-1-2-5-13-10/h1-6,12,15H,7-9H2	R36|	A	
62	itraconazole	2-butan-2-yl-4-[4-[4-[4-[[2-(2,4-dichlorophenyl)-2-(1,2,4-triazol-1-ylmethyl)-1,3-dioxolan-4-yl]methoxy]phenyl]piperazin-1-yl]phenyl]-1,2,4-triazol-3-one	CCC(C)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OCC5COC(O5)(CN6C=NC=N6)C7=C(C=C(C=C7)Cl)Cl	3793.0|	-0.64	InChI=1S/C35H38Cl2N8O4/c1-3-25(2)45-34(46)44(24-40-45)29-7-5-27(6-8-29)41-14-16-42(17-15-41)28-9-11-30(12-10-28)47-19-31-20-48-35(49-31,21-43-23-38-22-39-43)32-13-4-26(36)18-33(32)37/h4-13,18,22-25,31H,3,14-17,19-21H2,1-2H3	R26|	A	
63			CC(=O)CC1=CC=C(C=C1)C(=O)NC1=C(N)C=CC(=C1)C1=CC=CS1	nan|	-0.62	InChI=1S/C20H18N2O2S/c1-13(23)11-14-4-6-15(7-5-14)20(24)22-18-12-16(8-9-17(18)21)19-3-2-10-25-19/h2-10,12H,11,21H2,1H3,(H,22,24)	R47|	A	
64	(4as,7r,7ar,12bs)-9-methoxy-3-methyl-1,2,4,5,6,7,7a,13-octahydro-4,12-methanobenzofuro[3,2-e]isoquinoline-4a,7-diol	(4as,7r,7ar,12bs)-9-methoxy-3-methyl-1,2,4,5,6,7,7a,13-octahydro-4,12-methanobenzofuro[3,2-e]isoquinoline-4a,7-diol	CN1CC[C@]23[C@@H]4[C@@H](CC[C@]2(C1CC5=C3C(=C(C=C5)OC)O4)O)O	131770023.0|	-0.6	InChI=1S/C18H23NO4/c1-19-8-7-17-14-10-3-4-12(22-2)15(14)23-16(17)11(20)5-6-18(17,21)13(19)9-10/h3-4,11,13,16,20-21H,5-9H2,1-2H3/t11-,13?,16+,17+,18-/m1/s1	R20|	A	chemical name corrected
65	schembl6949469	2-methyl-5-nitro-4-(1,2,4,5-tetrahydro-3-benzazepin-3-yl)-1h-pyrimidin-6-one	CC1=NC(=C(C(=O)N1)[N+](=O)[O-])N2CCC3=CC=CC=C3CC2	135819130.0|	-0.59	InChI=1S/C15H16N4O3/c1-10-16-14(13(19(21)22)15(20)17-10)18-8-6-11-4-2-3-5-12(11)7-9-18/h2-5H,6-9H2,1H3,(H,16,17,20)	R47|	A	
66	chembl2096766	2-(4-phenylmethoxyphenyl)-n-[1-(2-pyrrolidin-1-ylethyl)indol-6-yl]acetamide	C1CCN(C1)CCN2C=CC3=C2C=C(C=C3)NC(=O)CC4=CC=C(C=C4)OCC5=CC=CC=C5	70691333.0|	-0.59	InChI=1S/C29H31N3O2/c33-29(20-23-8-12-27(13-9-23)34-22-24-6-2-1-3-7-24)30-26-11-10-25-14-17-32(28(25)21-26)19-18-31-15-4-5-16-31/h1-3,6-14,17,21H,4-5,15-16,18-20,22H2,(H,30,33)	R25|	A	
67	tacedinaline	4-acetamido-n-(2-aminophenyl)benzamide	CC(=O)NC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2N	2746.0|	-0.58	InChI=1S/C15H15N3O2/c1-10(19)17-12-8-6-11(7-9-12)15(20)18-14-5-3-2-4-13(14)16/h2-9H,16H2,1H3,(H,17,19)(H,18,20)	R47|	A	
68	chembl390020	6-(3-hydroxyphenyl)-5-[4-(2-piperidin-1-ylethoxy)phenoxy]naphthalen-2-ol	C1CCN(CC1)CCOC2=CC=C(C=C2)OC3=C(C=CC4=C3C=CC(=C4)O)C5=CC(=CC=C5)O	12074176.0|	-0.57	InChI=1S/C29H29NO4/c31-23-6-4-5-21(19-23)27-13-7-22-20-24(32)8-14-28(22)29(27)34-26-11-9-25(10-12-26)33-18-17-30-15-2-1-3-16-30/h4-14,19-20,31-32H,1-3,15-18H2	R47|	A	
69	paclitaxel		O=C(NC([C@@H](O)C(O[C@H]1C[C@@](O)(C(OC(C2=CC=CC=C2)=O)[C@H]3[C@@]4(C)[C@@H](O)C[C@]5([H])C3(CO5)OC(C)=O)C(C)(C)C(C(OC(C)=O)C4=O)=C1C)=O)C6=CC=CC=C6)C7=CC=CC=C7	nan|	-0.55	InChI=1S/C47H51NO14/c1-25-31(60-43(56)36(52)35(28-16-10-7-11-17-28)48-41(54)29-18-12-8-13-19-29)23-47(57)40(61-42(55)30-20-14-9-15-21-30)38-45(6,32(51)22-33-46(38,24-58-33)62-27(3)50)39(53)37(59-26(2)49)34(25)44(47,4)5/h7-21,31-33,35-38,40,51-52,57H,22-24H2,1-6H3,(H,48,54)/t31-,32-,33+,35?,36+,37?,38-,40?,45+,46?,47+/m0/s1	R25|	A	
70	4-epiminocycline	(4r,4as,5ar,12ar)-4,7-bis(dimethylamino)-1,10,11,12a-tetrahydroxy-3,12-dioxo-4a,5,5a,6-tetrahydro-4h-tetracene-2-carboxamide	CN(C)[C@@H]1[C@@H]2C[C@@H]3CC4=C(C=CC(=C4C(=C3C(=O)[C@@]2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C	54749602.0|	-0.52	InChI=1S/C23H27N3O7/c1-25(2)12-5-6-13(27)15-10(12)7-9-8-11-17(26(3)4)19(29)16(22(24)32)21(31)23(11,33)20(30)14(9)18(15)28/h5-6,9,11,17,27-28,31,33H,7-8H2,1-4H3,(H2,24,32)/t9-,11-,17+,23-/m0/s1	R25|	A	
71	minocycline	(4s,4as,5ar,12ar)-4,7-bis(dimethylamino)-1,10,11,12a-tetrahydroxy-3,12-dioxo-4a,5,5a,6-tetrahydro-4h-tetracene-2-carboxamide	CN(C)[C@H]1[C@@H]2C[C@@H]3CC4=C(C=CC(=C4C(=C3C(=O)[C@@]2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C	54675783.0|	-0.52	InChI=1S/C23H27N3O7/c1-25(2)12-5-6-13(27)15-10(12)7-9-8-11-17(26(3)4)19(29)16(22(24)32)21(31)23(11,33)20(30)14(9)18(15)28/h5-6,9,11,17,27-28,31,33H,7-8H2,1-4H3,(H2,24,32)/t9-,11-,17-,23-/m0/s1	R20|	A	
72	tg4-155	(e)-n-[2-(2-methylindol-1-yl)ethyl]-3-(3,4,5-trimethoxyphenyl)prop-2-enamide	CC1=CC2=CC=CC=C2N1CCNC(=O)/C=C/C3=CC(=C(C(=C3)OC)OC)OC	5886965.0|	-0.52	InChI=1S/C23H26N2O4/c1-16-13-18-7-5-6-8-19(18)25(16)12-11-24-22(26)10-9-17-14-20(27-2)23(29-4)21(15-17)28-3/h5-10,13-15H,11-12H2,1-4H3,(H,24,26)/b10-9+	R47|	A	
73	besonprodil	6-[2-[4-[(4-fluorophenyl)methyl]piperidin-1-yl]ethylsulfinyl]-3h-1,3-benzoxazol-2-one	C1CN(CCC1CC2=CC=C(C=C2)F)CCS(=O)C3=CC4=C(C=C3)NC(=O)O4	156328.0|	-0.52	InChI=1S/C21H23FN2O3S/c22-17-3-1-15(2-4-17)13-16-7-9-24(10-8-16)11-12-28(26)18-5-6-19-20(14-18)27-21(25)23-19/h1-6,14,16H,7-13H2,(H,23,25)	R47|	A	
74	faha	6-[(2-fluoroacetyl)amino]-n-phenylhexanamide	C1=CC=C(C=C1)NC(=O)CCCCCNC(=O)CF	11995317.0|	-0.51	InChI=1S/C14H19FN2O2/c15-11-14(19)16-10-6-2-5-9-13(18)17-12-7-3-1-4-8-12/h1,3-4,7-8H,2,5-6,9-11H2,(H,16,19)(H,17,18)	R47|	A	
75	isotretinoin (13-cis-retinoic acid)	(2z,4e,6e,8e)-3,7-dimethyl-9-(2,6,6-trimethylcyclohexen-1-yl)nona-2,4,6,8-tetraenoate	CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C\C(=O)[O-])/C)/C	5282379.0|	-0.49	InChI=1S/C20H28O2/c1-15(8-6-9-16(2)14-19(21)22)11-12-18-17(3)10-7-13-20(18,4)5/h6,8-9,11-12,14H,7,10,13H2,1-5H3,(H,21,22)/b9-6+,12-11+,15-8+,16-14-	R40|	A	
76	tretinoin	(2e,4e,6e,8e)-3,7-dimethyl-9-(2,6,6-trimethylcyclohexen-1-yl)nona-2,4,6,8-tetraenoic acid	CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C(=O)O)/C)/C	444795.0|	-0.49	InChI=1S/C20H28O2/c1-15(8-6-9-16(2)14-19(21)22)11-12-18-17(3)10-7-13-20(18,4)5/h6,8-9,11-12,14H,7,10,13H2,1-5H3,(H,21,22)/b9-6+,12-11+,15-8+,16-14+	R43|	A	
77	y30	3-[(2s,3r)-2-(tert-butylcarbamoyl)-3-[4-[(4-chlorophenyl)methoxy]phenyl]-4-oxo-1-azabicyclo[1.1.0]butan-2-yl]-6-chloro-1h-indole-2-carboxylic acid	CC(C)(C)NC(=O)[C@@]1([C@]2(N1C2=O)C3=CC=C(C=C3)OCC4=CC=C(C=C4)Cl)C5=C(NC6=C5C=CC(=C6)Cl)C(=O)O	138105873.0|	-0.46	InChI=1S/C30H25Cl2N3O5/c1-28(2,3)34-26(38)30(23-21-13-10-19(32)14-22(21)33-24(23)25(36)37)29(27(39)35(29)30)17-6-11-20(12-7-17)40-15-16-4-8-18(31)9-5-16/h4-14,33H,15H2,1-3H3,(H,34,38)(H,36,37)/t29-,30+,35?/m0/s1	R11|	A	
78	pf-4447943	6-[4-methyl-1-(pyrimidin-2-ylmethyl)pyrrolidin-3-yl]-1-(oxan-4-yl)-5h-pyrazolo[3,4-d]pyrimidin-4-one	CC1CN(CC1C2=NC3=C(C=NN3C4CCOCC4)C(=O)N2)CC5=NC=CC=N5	137068312.0|	-0.4	InChI=1S/C20H25N7O2/c1-13-10-26(12-17-21-5-2-6-22-17)11-16(13)18-24-19-15(20(28)25-18)9-23-27(19)14-3-7-29-8-4-14/h2,5-6,9,13-14,16H,3-4,7-8,10-12H2,1H3,(H,24,25,28)	R47|	A	
79	compound 3a [pmid: 16099654]	n-(5-methyl-1,2,4-oxadiazol-3-yl)-9h-xanthene-9-carboxamide	CC1=NC(=NO1)NC(=O)C2C3=CC=CC=C3OC4=CC=CC=C24	44573698.0|	-0.4	InChI=1S/C17H13N3O3/c1-10-18-17(20-23-10)19-16(21)15-11-6-2-4-8-13(11)22-14-9-5-3-7-12(14)15/h2-9,15H,1H3,(H,19,20,21)	R47|	A	
80	alpha-(4-pyridyl-1-oxide)-n-tert-butylnitrone	n-tert-butyl-1-(1-oxidopyridin-1-ium-4-yl)methanimine oxide	CC(C)(C)/[N+](=C/C1=CC=[N+](C=C1)[O-])/[O-]	135532295.0|	-0.38	InChI=1S/C10H14N2O2/c1-10(2,3)12(14)8-9-4-6-11(13)7-5-9/h4-8H,1-3H3/b12-8-	R20|	A	
81	chembl243571	4-[6-hydroxy-1-[4-(2-piperidin-1-ylethoxy)phenoxy]naphthalen-2-yl]-n,n-dimethylbenzenesulfonamide	CN(C)S(=O)(=O)C1=CC=C(C=C1)C2=C(C3=C(C=C2)C=C(C=C3)O)OC4=CC=C(C=C4)OCCN5CCCCC5	44427370.0|	-0.37	InChI=1S/C31H34N2O5S/c1-32(2)39(35,36)28-14-6-23(7-15-28)29-16-8-24-22-25(34)9-17-30(24)31(29)38-27-12-10-26(11-13-27)37-21-20-33-18-4-3-5-19-33/h6-17,22,34H,3-5,18-21H2,1-2H3	R47|	A	
82	[(2r,9s)-2-carbamoyl-9-tricyclo[9.4.0.03,8]pentadeca-1(15),3,5,7,11,13-hexaenyl] acetate	[(2r,9s)-2-carbamoyl-9-tricyclo[9.4.0.03,8]pentadeca-1(15),3,5,7,11,13-hexaenyl] acetate	CC(=O)O[C@H]1CC2=CC=CC=C2[C@H](C3=CC=CC=C13)C(=O)N	29939457.0|	-0.34	InChI=1S/C18H17NO3/c1-11(20)22-16-10-12-6-2-3-7-13(12)17(18(19)21)15-9-5-4-8-14(15)16/h2-9,16-17H,10H2,1H3,(H2,19,21)/t16-,17+/m0/s1	R8|	A	
83			NC(=O)[C@H]1C2=CC=CC=C2[C@H]2O[C@H]2C2=C1C=CC=C2	nan|	-0.34	InChI=1S/C16H13NO2/c17-16(18)13-9-5-1-3-7-11(9)14-15(19-14)12-8-4-2-6-10(12)13/h1-8,13-15H,(H2,17,18)/t13-,14+,15-	R48|	A	
84	cotinine	(5s)-1-methyl-5-pyridin-3-ylpyrrolidin-2-one	CN1[C@@H](CCC1=O)C2=CN=CC=C2	854019.0|	-0.32	InChI=1S/C10H12N2O/c1-12-9(4-5-10(12)13)8-3-2-6-11-7-8/h2-3,6-7,9H,4-5H2,1H3/t9-/m0/s1	R11|	A	
85	paclitaxel	[4,12-diacetyloxy-15-(3-benzamido-2-hydroxy-3-phenylpropanoyl)oxy-1,9-dihydroxy-10,14,17,17-tetramethyl-11-oxo-6-oxatetracyclo[11.3.1.03,10.04,7]heptadec-13-en-2-yl] benzoate	CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C	4666.0|	-0.3	InChI=1S/C47H51NO14/c1-25-31(60-43(56)36(52)35(28-16-10-7-11-17-28)48-41(54)29-18-12-8-13-19-29)23-47(57)40(61-42(55)30-20-14-9-15-21-30)38-45(6,32(51)22-33-46(38,24-58-33)62-27(3)50)39(53)37(59-26(2)49)34(25)44(47,4)5/h7-21,31-33,35-38,40,51-52,57H,22-24H2,1-6H3,(H,48,54)	R47|	A	
86			c1(C(C)C)onc(c4ncn2c4CNC(c3c2cccc3Cl)=O)n1	nan|	-0.3	InChI=1S/C16H14ClN5O2/c1-8(2)16-20-14(21-24-16)13-11-6-18-15(23)12-9(17)4-3-5-10(12)22(11)7-19-13/h3-5,7-8H,6H2,1-2H3,(H,18,23)	R35|	A	
87	schembl5869149	4-[8-(2-fluorophenyl)-2-oxo-1,3-dihydro-1,5-benzodiazepin-4-yl]pyridine-2-carbonitrile	C1C(=NC2=C(C=C(C=C2)C3=CC=CC=C3F)NC1=O)C4=CC(=NC=C4)C#N	22224963.0|	-0.3	InChI=1S/C21H13FN4O/c22-17-4-2-1-3-16(17)13-5-6-18-20(10-13)26-21(27)11-19(25-18)14-7-8-24-15(9-14)12-23/h1-10H,11H2,(H,26,27)	R47|	A	
88	theophylline	1,3-dimethyl-5h-purine-2,6-dione	CN1C2=NC=NC2C(=O)N(C1=O)C	73684867.0|	-0.29	InChI=1S/C7H8N4O2/c1-10-5-4(8-3-9-5)6(12)11(2)7(10)13/h3-4H,1-2H3	R36|	A	
89	1,3-dimethyl-5,7-dihydro-4h-purine-2,6-dione	1,3-dimethyl-5,7-dihydro-4h-purine-2,6-dione	CN1C2C(C(=O)N(C1=O)C)NC=N2	3052767.0|	-0.29	InChI=1S/C7H10N4O2/c1-10-5-4(8-3-9-5)6(12)11(2)7(10)13/h3-5H,1-2H3,(H,8,9)	R35|	A	
90	compound 38		CN(C)Cc1ccnc(c2cccc(NC3C([N+]([O-])=O)=CC=N3)c2)c1	nan|	-0.28	InChI=1S/C18H19N5O2/c1-22(2)12-13-6-8-19-16(10-13)14-4-3-5-15(11-14)21-18-17(23(24)25)7-9-20-18/h3-11,18,21H,12H2,1-2H3	R36|	A	
91	bbcpd19 (ranitidine analog)		C1=CC(CN(C)C)=CC(C2=CC=CC(NC3NC=CC3N(=O)=O)=C2)=N1	nan|	-0.28	InChI=1S/C18H21N5O2/c1-22(2)12-13-6-8-19-16(10-13)14-4-3-5-15(11-14)21-18-17(23(24)25)7-9-20-18/h3-11,17-18,20-21H,12H2,1-2H3	R12|	A	
92	compound 37		CN(C)Cc1ccc(c2cccc(NC3C([N+]([O-])=O)=CC=N3)c2)o1	nan|	-0.27	InChI=1S/C17H18N4O3/c1-20(2)11-14-6-7-16(24-14)12-4-3-5-13(10-12)19-17-15(21(22)23)8-9-18-17/h3-10,17,19H,11H2,1-2H3	R36|	A	
93	8-[4-(5-(123i)iodanylthiophen-2-yl)-4-oxobutyl]-3-methyl-1-phenyl-1,3,8-triazaspiro[4.5]decan-4-one	8-[4-(5-(123i)iodanylthiophen-2-yl)-4-oxobutyl]-3-methyl-1-phenyl-1,3,8-triazaspiro[4.5]decan-4-one	CN1CN(C2(C1=O)CCN(CC2)CCCC(=O)C3=CC=C(S3)[123I])C4=CC=CC=C4	10098275.0|	-0.25	InChI=1S/C22H26IN3O2S/c1-24-16-26(17-6-3-2-4-7-17)22(21(24)28)11-14-25(15-12-22)13-5-8-18(27)19-9-10-20(23)29-19/h2-4,6-7,9-10H,5,8,11-16H2,1H3	R8|	A	
94	benzamide	benzamide	C1=CC=C(C=C1)C(=O)N	2331.0|	-0.24	InChI=1S/C7H7NO/c8-7(9)6-4-2-1-3-5-6/h1-5H,(H2,8,9)	R11|	A	
95	ticalopride	4-amino-5-chloro-2-methoxy-n-[(3s,4r)-3-methoxypiperidin-4-yl]benzamide	CO[C@H]1CNCC[C@H]1NC(=O)C2=CC(=C(C=C2OC)N)Cl	216236.0|	-0.22	InChI=1S/C14H20ClN3O3/c1-20-12-6-10(16)9(15)5-8(12)14(19)18-11-3-4-17-7-13(11)21-2/h5-6,11,13,17H,3-4,7,16H2,1-2H3,(H,18,19)/t11-,13+/m1/s1	R47|	A	
